id,external_urls,followers,name,popularity
6vWDO969PvNqNYHIOW5v0m,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m,38780311,Beyoncé,87
5f7VJjfbwm532GiveGC0ZK,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,18761524,Lil Baby,87
1r4hJ1h58CWwUQe3MxPuau,https://open.spotify.com/artist/1r4hJ1h58CWwUQe3MxPuau,34748299,Maluma,86
7CajNmpbOovFoOoasH2HaY,https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY,22897371,Calvin Harris,87
790FomKkXshlbRYZFtlgla,https://open.spotify.com/artist/790FomKkXshlbRYZFtlgla,51274273,KAROL G,92
4O15NlyKLIASxsJ0PrXPfz,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz,17836699,Lil Uzi Vert,86
6l3HvQ5sa6mXTsMTB19rO5,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,24773395,J. Cole,87
7tYKF4w9nC0nq9CsPZTHyP,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,23770781,SZA,90
5WUlDfRSoLAfcVSX1WnrxN,https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN,28745859,Sia,85
7n2wHs1TKAczGzO7Dd2rGr,https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr,43463646,Shawn Mendes,84
50co4Is1HCEo8bhOyUWKpn,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,10587011,Young Thug,85
7iK8PXO48WeuP03g8YR51W,https://open.spotify.com/artist/7iK8PXO48WeuP03g8YR51W,16836430,Myke Towers,89
2wY79sveU1sp5g7SokKOiI,https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI,24464711,Sam Smith,84
2LRoIwlKmHjgvigdNGBHNo,https://open.spotify.com/artist/2LRoIwlKmHjgvigdNGBHNo,14302533,Feid,92
1HY2Jd0NmPuamShAr6KMms,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms,32193752,Lady Gaga,92
1dfeR4HaWDbWqFHLkxsg1d,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,51610858,Queen,86
329e4yvIujISKGKz1BZZbO,https://open.spotify.com/artist/329e4yvIujISKGKz1BZZbO,16049552,Farruko,84
5cj0lLjcoR7YOSnhnX0Po5,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5,31605892,Doja Cat,87
6KImCVD70vtIoJWnq6nGn3,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,32987941,Harry Styles,85
4AK6F7OLvEQ5QYCBNiQWHq,https://open.spotify.com/artist/4AK6F7OLvEQ5QYCBNiQWHq,37041683,One Direction,89
4dpARuHxo51G3z768sgnrY,https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY,59518541,Adele,88
0EmeFodog0BfCgMzAIvKQp,https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp,34996336,Shakira,88
0C8ZW7ezQVs4URX5aX7Kqx,https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx,50970051,Selena Gomez,83
0iEtIxbK0KxaSlF7G42ZOp,https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp,9441571,Metro Boomin,90
7c0XG5cIJTrrAgEC3ULPiq,https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq,5596899,Ty Dolla $ign,84
26VFTg2z8YR0cCuwLzESi2,https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2,21740369,Halsey,82
6XyY86QOPPrYVGvF9ch6wz,https://open.spotify.com/artist/6XyY86QOPPrYVGvF9ch6wz,27209053,Linkin Park,92
1SupJlEpv7RS2tPNRaHViT,https://open.spotify.com/artist/1SupJlEpv7RS2tPNRaHViT,19060964,Nicky Jam,82
6jJ0s89eD6GaHleKKya26X,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X,34729441,Katy Perry,87
4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,125362950,Arijit Singh,91
3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,28584202,The Beatles,86
2hlmm7s2ICUX0LVIhVFlZQ,https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ,8160822,Gunna,87
7Ln80lUS6He07XvHI8qqHH,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,26970953,Arctic Monkeys,88
69GGBxA162lTqCwzJG5jLp,https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp,20547487,The Chainsmokers,83
64KEffDW9EtZ1y2vBYgq8T,https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T,33842164,Marshmello,84
1McMsnEElThX1knmY4oliG,https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG,40609162,Olivia Rodrigo,89
137W8MRPWKqSmrBGDBFSop,https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop,11288529,Wiz Khalifa,83
5YGY8feqx7naU7z4HrwZM6,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6,24898353,Miley Cyrus,84
4kYSro6naA4h99UJvo89HB,https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB,24554552,Cardi B,81
4oUHIQIBe0LHzYfvXNW4QM,https://open.spotify.com/artist/4oUHIQIBe0LHzYfvXNW4QM,10908362,Morgan Wallen,91
12GqGscKJx3aE4t07u7eVZ,https://open.spotify.com/artist/12GqGscKJx3aE4t07u7eVZ,16761588,Peso Pluma,93
3nFkdlSjzX9mRTtwJOzDYB,https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB,9494442,JAY-Z,85
13ubrt8QOOCPljQ2FL1Kca,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,15133335,A$AP Rocky,86
4nDoRrQiYLoBzwC5BhVJzF,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF,33926781,Camila Cabello,82
0TnOYISbd1XYRBk9myaseg,https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg,10872545,Pitbull,86
2h93pZq0e7k5yf4dywlkpM,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,15864395,Frank Ocean,88
4r63FhuTkUYltbVAg5TQnk,https://open.spotify.com/artist/4r63FhuTkUYltbVAg5TQnk,12253083,DaBaby,80
3YQKmKGau1PzlVlkL1iodx,https://open.spotify.com/artist/3YQKmKGau1PzlVlkL1iodx,24757017,Twenty One Pilots,84
4V8LLVI7PbaPR0K2TGSxFF,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,16711793,"Tyler, The Creator",87
0VRj0yCOv2FXJNP47XQnx5,https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5,7584776,Quavo,81
1vCWHaC5f2uS3yhpwWbIA6,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,23076400,Avicii,82
23fqKkggKUBHNkbKtXEls4,https://open.spotify.com/artist/23fqKkggKUBHNkbKtXEls4,8470047,Kygo,82
77ziqFxp5gaInVrF2lj4ht,https://open.spotify.com/artist/77ziqFxp5gaInVrF2lj4ht,12089025,Sech,80
5Pwc4xIPtQLFEnJriah9YJ,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ,17542279,OneRepublic,85
0L8ExT028jH3ddEcZwqJJ5,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,21471262,Red Hot Chili Peppers,84
7hJcb9fa4alzcOq3EaNPoG,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,12722392,Snoop Dogg,84
7Gi6gjaWy3DxyilpF1a8Is,https://open.spotify.com/artist/7Gi6gjaWy3DxyilpF1a8Is,19728298,Junior H,91
6Xgp2XMz1fhVYe7i6yNAax,https://open.spotify.com/artist/6Xgp2XMz1fhVYe7i6yNAax,9889289,Trippie Redd,83
3fMbdgg4jU18AjLCKBhRSm,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,32985802,Michael Jackson,85
1VPmR4DJC1PlOtd0IADAO0,https://open.spotify.com/artist/1VPmR4DJC1PlOtd0IADAO0,7820212,$uicideboy$,88
5LHRHt1k9lMyONurDHEdrp,https://open.spotify.com/artist/5LHRHt1k9lMyONurDHEdrp,6992066,Tyga,79
699OTQXzgjhIYAHMy9RyPD,https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD,12000669,Playboi Carti,90
4SsVbpTthjScTS7U2hmr1X,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,15467877,Arcángel,84
1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,39665451,Pritam,89
07YZf4WDAMNwqr4jfgOZ8y,https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y,12227475,Jason Derulo,79
4LLpKhyESsyAXpc4laK94U,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,10934359,Mac Miller,83
64M6ah0SkkRsnPGtGiRAbb,https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb,9342859,Bebe Rexha,81
3PhoLpVuITZKcymswpck5b,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b,13910875,Elton John,84
6VuMaDnrHyPL1p4EHjYLi7,https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7,23356439,Charlie Puth,82
3q7HBObVc0L8jNeTe5Gofh,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,15765371,50 Cent,85
1zNqQNIdeOUZHb8zbZRFMX,https://open.spotify.com/artist/1zNqQNIdeOUZHb8zbZRFMX,2338831,Swae Lee,81
6S2OmqARrzebs0tKUEyXyp,https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp,26752280,Demi Lovato,78
0eDvMgVFoNV3TpwtrVCoTj,https://open.spotify.com/artist/0eDvMgVFoNV3TpwtrVCoTj,14619124,Pop Smoke,80
31W5EY0aAly4Qieq6OFu6I,https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I,8490607,A Boogie Wit da Hoodie,80
7wlFDEWiM5OoIAt8RSli8b,https://open.spotify.com/artist/7wlFDEWiM5OoIAt8RSli8b,13227747,YoungBoy Never Broke Again,82
0tmwSHipWxN12fsoLcFU3B,https://open.spotify.com/artist/0tmwSHipWxN12fsoLcFU3B,14108301,Manuel Turizo,84
5lwmRuXgjX8xIwlnauTZIP,https://open.spotify.com/artist/5lwmRuXgjX8xIwlnauTZIP,22771656,Romeo Santos,85
46SHBwWsqBkxI7EeeBEQG7,https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7,11050105,Kodak Black,82
2o5jDhtHVPhrJdv3cEQ99Z,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,7525051,Tiësto,84
2ye2Wgw4gimLv2eAKyk1NB,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,28713009,Metallica,84
41MozSoPIsD1dJM0CLPjZF,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,51382961,BLACKPINK,81
0c173mlxpT3dSFRgMO8XPh,https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh,11206061,Big Sean,79
3meJIgRw7YleJrmbpbJK6S,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,1088967,Die drei ???,87
07YUOmWljBTXwIseAUd9TW,https://open.spotify.com/artist/07YUOmWljBTXwIseAUd9TW,23168138,Sebastian Yatra,80
6nVcHLIgY5pE2YCl8ubca1,https://open.spotify.com/artist/6nVcHLIgY5pE2YCl8ubca1,8128347,JHAYCO,84
6oMuImdp5ZcFhWP0ESe6mG,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,14052511,Migos,77
77SW9BnxLY8rJ0RciFqkHh,https://open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh,18220569,The Neighbourhood,86
2kCcBybjl3SAtIcwdWpUe3,https://open.spotify.com/artist/2kCcBybjl3SAtIcwdWpUe3,13170341,Lil Peep,85
4tZwfgrHOc3mvqYlEYSvVi,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,10205203,Daft Punk,82
31TPClRtHm23RisEBtV3X7,https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7,14620879,Justin Timberlake,83
718COspgdWOnwOFpJHRZHS,https://open.spotify.com/artist/718COspgdWOnwOFpJHRZHS,11562938,Luke Combs,88
1KCSPY1glIKqW2TotWuXOR,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,17214913,P!nk,82
0X2BH1fck6amBIoJhDVmmJ,https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ,12606515,Ellie Goulding,80
6AgTAQt8XS6jRWi4sX7w49,https://open.spotify.com/artist/6AgTAQt8XS6jRWi4sX7w49,11888754,Polo G,81
7vk5e3vY1uw9plTHJAMwjN,https://open.spotify.com/artist/7vk5e3vY1uw9plTHJAMwjN,39609282,Alan Walker,82
711MCceyCBcFnzjGY4Q7Un,https://open.spotify.com/artist/711MCceyCBcFnzjGY4Q7Un,29618372,AC/DC,84
4IWBUUAFIplrNtaOHcJPRM,https://open.spotify.com/artist/4IWBUUAFIplrNtaOHcJPRM,18730032,James Arthur,81
540vIaP2JwjQb9dm3aArA4,https://open.spotify.com/artist/540vIaP2JwjQb9dm3aArA4,8881062,DJ Snake,79
13y7CgLHjMVRMDqxdx0Xdo,https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo,5667793,Gucci Mane,78
716NhGYqD1jl2wI1Qkgq36,https://open.spotify.com/artist/716NhGYqD1jl2wI1Qkgq36,16751336,Bizarrap,82
0elWFr7TW8piilVRYJUe4P,https://open.spotify.com/artist/0elWFr7TW8piilVRYJUe4P,15761213,Natanael Cano,89
2nszmSgqreHSdJA3zWPyrW,https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW,17073606,Luis Miguel,84
3xvaSlT4xsyk6lY1ESOspO,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO,621837,Disney,84
3Isy6kedDrgPYoTS1dazA9,https://open.spotify.com/artist/3Isy6kedDrgPYoTS1dazA9,4895812,Sean Paul,82
02kJSzxNuaWGqwubyUba0Z,https://open.spotify.com/artist/02kJSzxNuaWGqwubyUba0Z,5484761,G-Eazy,78
1yR65psqiazQpeM79CcGh8,https://open.spotify.com/artist/1yR65psqiazQpeM79CcGh8,34881240,Marília Mendonça,81
5fMUXHkw8R8eOP2RNVYEZX,https://open.spotify.com/artist/5fMUXHkw8R8eOP2RNVYEZX,2681963,Diplo,79
23zg3TcAtWQy7J6upgbUnj,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj,12258397,USHER,83
14zUHaJZo1mnYtn6IBRaRP,https://open.spotify.com/artist/14zUHaJZo1mnYtn6IBRaRP,4695487,Justin Quiles,79
20JZFwl6HVl6yg8a4H3ZqK,https://open.spotify.com/artist/20JZFwl6HVl6yg8a4H3ZqK,12380705,Panic! At The Disco,78
3hcs9uc56yIGFCSy9leWe7,https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7,8093718,Lil Durk,82
33ScadVnbm2X8kkUqOkC6Z,https://open.spotify.com/artist/33ScadVnbm2X8kkUqOkC6Z,12758351,Don Omar,84
17lzZA2AlOHwCwFALHttmp,https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp,8108729,2 Chainz,76
2FXC3k01G6Gw61bmprjgqS,https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS,7954251,Hozier,86
6olE6TJLqED3rqDCT0FyPh,https://open.spotify.com/artist/6olE6TJLqED3rqDCT0FyPh,20522362,Nirvana,84
3p7PcrEHaaKLJnPUGOtRlT,https://open.spotify.com/artist/3p7PcrEHaaKLJnPUGOtRlT,23720859,Henrique & Juliano,86
4DdkRBBYG6Yk9Ka8tdJ9BW,https://open.spotify.com/artist/4DdkRBBYG6Yk9Ka8tdJ9BW,4463279,Offset,80
4UXqAaa6dQYAk18Lv7PEgX,https://open.spotify.com/artist/4UXqAaa6dQYAk18Lv7PEgX,10911205,Fall Out Boy,80
757aE44tKEUQEqRuT6GnEB,https://open.spotify.com/artist/757aE44tKEUQEqRuT6GnEB,10910780,Roddy Ricch,77
1bAftSH8umNcGZ0uyV7LMg,https://open.spotify.com/artist/1bAftSH8umNcGZ0uyV7LMg,11326019,Duki,83
0fA0VVWsXO9YnASrzqfmYu,https://open.spotify.com/artist/0fA0VVWsXO9YnASrzqfmYu,7247403,Kid Cudi,80
7jVv8c5Fj3E9VhNjxT4snq,https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq,12412482,Lil Nas X,76
2tIP7SsRs7vjIcLrU85W8J,https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J,5761195,The Kid LAROI,85
1U1el3k54VvEUzo3ybLPlM,https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM,7979028,Kali Uchis,85
26dSoYclwsYLMAKD3tpOr4,https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4,15386697,Britney Spears,83
4xRYI6VqpkE3UwrDrAZL8L,https://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L,6095927,Logic,75
0z4gvV4rjIZ9wHck67ucSV,https://open.spotify.com/artist/0z4gvV4rjIZ9wHck67ucSV,5005668,Akon,84
40ZNYROS4zLfyyBSs2PGe2,https://open.spotify.com/artist/40ZNYROS4zLfyyBSs2PGe2,5326411,Zach Bryan,91
60d24wfXkVzDSfLS6hyCjZ,https://open.spotify.com/artist/60d24wfXkVzDSfLS6hyCjZ,15081426,Martin Garrix,77
6fOMl44jA4Sp5b9PpYCkzz,https://open.spotify.com/artist/6fOMl44jA4Sp5b9PpYCkzz,10335314,NF,79
2jku7tDXc6XoB6MO2hFuqg,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,7089093,Tory Lanez,82
4GNC7GD6oZMSxPGyXy4MNB,https://open.spotify.com/artist/4GNC7GD6oZMSxPGyXy4MNB,12890949,Lewis Capaldi,81
738wLrAtLtCtFOLvQBXOXp,https://open.spotify.com/artist/738wLrAtLtCtFOLvQBXOXp,6194944,Major Lazer,77
1g7maGuGMHVGlrfVI68pKh,https://open.spotify.com/artist/1g7maGuGMHVGlrfVI68pKh,42,Anitta,6
7oPftvlwr6VrsViSDV7fJY,https://open.spotify.com/artist/7oPftvlwr6VrsViSDV7fJY,15586017,Green Day,83
0ys2OFYzWYB5hRDLCsBqxt,https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,11903675,Fuerza Regida,90
2RdwBSPQiwcmiDo9kixcl8,https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8,4844978,Pharrell Williams,81
1pQWsZQehhS4wavwh7Fnxd,https://open.spotify.com/artist/1pQWsZQehhS4wavwh7Fnxd,2992184,Lenny Tavárez,80
0hEurMDQu99nJRq8pTxO14,https://open.spotify.com/artist/0hEurMDQu99nJRq8pTxO14,6062452,John Mayer,79
3MZsBdqDrRTJihTHQrO6Dq,https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq,9843932,Joji,80
0jnsk9HBra6NMjO2oANoPY,https://open.spotify.com/artist/0jnsk9HBra6NMjO2oANoPY,8673800,Flo Rida,81
08GQAI4eElDnROBrJRGE0X,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,12175813,Fleetwood Mac,83
7ltDVBr6mKbRvohxheJ9h1,https://open.spotify.com/artist/7ltDVBr6mKbRvohxheJ9h1,8358989,ROSALÍA,82
2QsynagSdAqZj3U9HgDzjD,https://open.spotify.com/artist/2QsynagSdAqZj3U9HgDzjD,12741479,Bob Marley & The Wailers,82
1yxSLGMDHlW21z4YXirZDS,https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS,8473738,Black Eyed Peas,82
6TIYQ3jFPwQSRmorSezPxX,https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX,5390277,mgk,79
4obzFoKoKRHIphyHzJ35G3,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3,15172455,Becky G,79
28gNT5KBp7IjEOQoevXf9N,https://open.spotify.com/artist/28gNT5KBp7IjEOQoevXf9N,19337931,Camilo,81
2cFrymmkijnjDg9SS92EPM,https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM,4983992,blackbear,75
1zNqDE7qDGCsyzJwohVaoX,https://open.spotify.com/artist/1zNqDE7qDGCsyzJwohVaoX,12086650,Anne-Marie,79
5Rl15oVamLq7FbSb0NNBNy,https://open.spotify.com/artist/5Rl15oVamLq7FbSb0NNBNy,10059434,5 Seconds of Summer,77
4Gso3d4CscCijv0lmajZWs,https://open.spotify.com/artist/4Gso3d4CscCijv0lmajZWs,5118436,Don Toliver,87
3JhNCzhSMTxs9WLGJJxWOY,https://open.spotify.com/artist/3JhNCzhSMTxs9WLGJJxWOY,2420111,Macklemore,78
5C4PDR4LnhZTbVnKWXuDKD,https://open.spotify.com/artist/5C4PDR4LnhZTbVnKWXuDKD,12105230,Morat,83
66ihevNkSYNzRAl44dx6jJ,https://open.spotify.com/artist/66ihevNkSYNzRAl44dx6jJ,13329420,Carin Leon,87
0XwVARXT135rw8lyw1EeWP,https://open.spotify.com/artist/0XwVARXT135rw8lyw1EeWP,15128819,Christian Nodal,82
74KM79TiuVKeVCqs8QtB0B,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B,13899082,Sabrina Carpenter,95
2EMAnMvWE2eb56ToJVfCWs,https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs,9085681,Bryson Tiller,83
1elUiq4X7pxej6FRlrEzjM,https://open.spotify.com/artist/1elUiq4X7pxej6FRlrEzjM,20375673,Jorge & Mateus,82
2LIk90788K0zvyj2JJVwkJ,https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,3944969,Jack Harlow,80
21E3waRsmPlU7jZsS13rcj,https://open.spotify.com/artist/21E3waRsmPlU7jZsS13rcj,9206552,Ne-Yo,83
5ZsFI1h6hIdQRw2ti0hz81,https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81,23307909,ZAYN,78
73sIBHcqh3Z3NyqHKZ7FOL,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,13426454,Childish Gambino,81
2qxJFvFYMEDqd7ui6kSAcq,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,5972612,Zedd,76
3t5xRXzsuZmMDkQzgOX35S,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S,3121756,Robin Schulz,78
1ZwdS5xdxEREPySFridCfh,https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh,19273984,2Pac,82
